Event ID,propcomment
4524,A vehicle was damaged in this attack.
4525,The windshield of a military vehicle was damaged in this attack.
4526,
4527,An unknown number of houses were damaged in this attack.
4528,A bus was damaged in this attack.
4529,
4530,An unspecified number of power lines were damaged in this attack.
4531,
4532,
4533,
4534,
4535,
4536,A convoy vehicle was damaged in this attack.
4537,A police vehicle was damaged in this attack.
4538,
4539,It is unknown if any property was damaged in this attack.
4540,
4541,
4542,
4543,
4544,
4545,
4546,
4547,
4548,
4549,
4550,
4551,
4552,
4553,The roof of the military building and a nearby car was damaged in this attack.
4554,
4555,It is unknown if any property was damaged in this attack.
4556,Three motorcycles were damaged in this attack.
4557,An armored vehicle was damaged in this attack.
4558,
4559,
4560,A house was damaged in this attack.
4561,
4562,It is unknown if any property was damaged in this attack.
4563,It is unknown if any property was damaged in this attack.
4564,It is unknown if any property was damaged in this attack.
4565,
4566,
4567,
4568,An armored vehicle was damaged in this attack.
4569,
4570,
4571,
4572,Two vehicles were damaged in this attack.
4573,
4574,
4575,The checkpoint and a security vehicle were damaged in this attack.
4576,
4577,
4578,
4579,The entrance gate was damaged in this attack.
4580,
4581,
4582,
4583,
4584,
4585,A vehicle was damaged in this attack.
4586,
4587,
4588,
4589,
4590,An unspecified number of vehicles and buildings were damaged in this attack.
4591,Military vehicles were damaged in this attack.
4592,
4593,It is unknown if any property was damaged in this attack.
4594,
4595,A Muslim prayer hall was damaged in this attack.
4596,
4597,An unspecified number of houses and shops were damaged in this attack.
4598,It is unknown if any property was damaged in this attack.
4599,It is unknown if any property was damaged in this attack.
4600,
4601,Unspecified property was damaged in this attack.
4602,Unspecified property was damaged in this attack.
4603,It is unknown if any property was damaged in this attack.
4604,It is unknown if any property was damaged in this attack.
4605,
4606,An unspecified number of vehicles and buildings were damaged in this attack.
4607,A vehicle was damaged in this attack.
4608,
4609,It is unknown if any property was damaged in this attack.
4610,It is unknown if any property was damaged in this attack.
4611,It is unknown if any property was damaged in this attack.
4612,It is unknown if any property was damaged in this attack.
4613,It is unknown if any property was damaged in this attack.
4614,It is unknown if any property was damaged in this attack.
4615,It is unknown if any property was damaged in this attack.
4616,It is unknown if any property was damaged in this attack.
4617,It is unknown if any property was damaged in this attack.
4618,A bus was damaged in this attack.
4619,
4620,
4621,
4622,It is unknown if any property was damaged in this attack.
4623,
4624,
4625,It is unknown if any property was damaged in this attack.
4626,
4627,
4628,
4629,
4630,A house was damaged in this attack.
4631,
4632,It is unknown if any property was damaged in this attack.
4633,It is unknown if any property was damaged in this attack.
4634,It is unknown if any property was damaged in this attack.
4635,It is unknown if any property was damaged in this attack.
4636,
4637,
4638,
4639,It is unknown if any property was damaged in this attack.
4640,
4641,
4642,
4643,It is unknown if any property was damaged in this attack.
4644,
4645,
4646,
4647,A vehicle was damaged in this attack.
4648,
4649,
4650,
4651,It is unknown if any property was damaged in this attack.
4652,It is unknown if any property was damaged in this attack.
4653,It is unknown if any property was damaged in this attack.
4654,It is unknown if any property was damaged in this attack.
4655,
4656,It is unknown if any property was damaged in this attack.
4657,It is unknown if any property was damaged in this attack.
4658,It is unknown if any property was damaged in this attack.
4659,It is unknown if any property was damaged in this attack.
4660,
4661,
4662,
4663,
4664,
4665,A police vehicle was damaged in this attack.
4666,A tank was damaged in this attack.
4667,
4668,
4669,
4670,
4671,It is unknown if any property was damaged in this attack.
4672,A door was damaged in this attack.
4673,
4674,
4675,
4676,
4677,
4678,
4679,
4680,A car was damaged in this attack.
4681,
4682,It is unknown if any property was damaged in this attack.
4683,
4684,A police vehicle was damaged in this attack.
4685,
4686,It is unknown if any property was damaged in this attack.
4687,
4688,
4689,
4690,
4691,
4692,
4693,
4694,
4695,
4696,
4697,
4698,It is unknown if any property was damaged in this attack.
4699,
4700,Engineering machinery and vehicles were damaged in this attack.
4701,A hospital was damaged in this attack.
4702,A tunnel was damaged in this attack.
4703,An unspecified number of houses were damaged in this attack.
4704,An unspecified number of houses were damaged in this attack.
4705,An unspecified number of houses were damaged in this attack.
4706,An unspecified number of houses were damaged in this attack.
4707,An unspecified number of houses were damaged in this attack.
4708,
4709,
4710,
4711,A military vehicle was damaged in this attack.
4712,
4713,A boat engine and an unspecified number of Naval rifles and ammunition were stolen in this attack.
4714,It is unknown if any property was damaged in this attack.
4715,A veranda was damaged in this attack.
4716,
4717,
4718,
4719,
4720,
4721,An electrical power pylon was damaged in this attack.
4722,
4723,
4724,A school was damaged in this attack.
4725,
4726,It is unknown if any property was damaged in this attack.
4727,A vehicle was damaged in this attack.
4728,It is unknown if any property was damaged in this attack.
4729,
4730,It is unknown if any property was damaged in this attack.
4731,It is unknown if any property was damaged in this attack.
4732,
4733,
4734,
4735,
4736,An oil well was damaged in this attack.
4737,An oil well was damaged in this attack.
4738,An oil well was damaged in this attack.
4739,
4740,A vehicle was damaged in this attack.
4741,A valve platform was damaged in this attack.
4742,
4743,
4744,
4745,
4746,Houses were raided in this attack.
4747,An engineering vehicle was damaged in this attack.
4748,An engineering vehicle was damaged in this attack.
4749,An engineering vehicle was damaged in this attack.
4750,An engineering vehicle was damaged in this attack.
4751,An engineering vehicle was damaged in this attack.
4752,
4753,
4754,A terminal gate was damaged in this attack.
4755,An unspecified number of houses were damaged in this attack.
4756,Unspecified property was damaged in this attack.
4757,Unspecified property was damaged in this attack.
4758,
4759,A conveyor belt was damaged in this attack.
4760,Cell phones were stolen in this attack.
4761,
4762,A school was damaged in this attack.
4763,
4764,
4765,
4766,It is unknown if any property was damaged in this attack.
4767,
4768,
4769,It is unknown if any property was damaged in this attack.
4770,
4771,
4772,
4773,Unspecified property was damaged in this attack.
4774,
4775,
4776,A vehicle was damaged in this attack.
4777,It is unknown if any property was damaged in this attack.
4778,
4779,
4780,
4781,
4782,
4783,
4784,
4785,
4786,
4787,
4788,
4789,
4790,
4791,
4792,
4793,
4794,Unspecified property was damaged in this attack.
4795,Unspecified property was damaged in this attack.
4796,
4797,Unspecified property was damaged in this attack.
4798,Unspecified property was damaged in this attack.
4799,Unspecified property was damaged in this attack.
4800,
4801,
4802,It is unknown if any property was damaged in this attack.
4803,A pipeline was damaged in this attack.
4804,A pipeline was damaged in this attack.
4805,
4806,
4807,
4808,A van was damaged in this attack.
4809,It is unknown if any property was damaged in this attack.
4810,
4811,Several buildings were damaged in this attack.
4812,Several buildings were damaged in this attack.
4813,Several buildings were damaged in this attack.
4814,
4815,
4816,
4817,It is unknown if any property was damaged in this attack.
4818,
4819,Vehicles were damaged in this attack.
4820,It is unknown if any property was damaged in this attack.
4821,A gate and a tarpaulin were damaged in this attack.
4822,
4823,It is unknown if any property was damaged in this attack.
4824,It is unknown if any property was damaged in this attack.
4825,
4826,It is unknown if any property was damaged in this attack.
4827,
4828,
4829,
4830,
4831,
4832,
4833,
4834,It is unknown if any property was damaged in this attack.
4835,
4836,
4837,
4838,
4839,
4840,A building was damaged in this attack.
4841,
4842,A house was damaged in this attack.
4843,
4844,
4845,
4846,
4847,It is unknown if any property was damaged in this attack.
4848,
4849,A marketplace was damaged in this attack.
4850,Two vehicles were damaged in this attack.
4851,
4852,
4853,
4854,
4855,A house was damaged in this attack.
4856,It is unknown if any property was damaged in this attack.
4857,
4858,It is unknown if any property was damaged in this attack.
4859,
4860,A restaurant was damaged in this attack.
4861,
4862,
4863,Unspecified property was damaged in this attack.
4864,It is unknown if any property was damaged in this attack.
4865,It is unknown if any property was damaged in this attack.
4866,It is unknown if any property was damaged in this attack.
4867,
4868,
4869,
4870,
4871,
4872,
4873,It is unknown if any property was damaged in this attack.
4874,
4875,A vehicle and an unspecified amount of food supplies and weapons were stolen in this attack.
4876,
4877,
4878,
4879,A house was damaged in this attack.
4880,
4881,
4882,
4883,
4884,It is unknown if any property was damaged in this attack.
4885,
4886,
4887,A .45 caliber pistol was stolen in this attack.
4888,It is unknown if any property was damaged in this attack.
4889,It is unknown if any property was damaged in this attack.
4890,It is unknown if any property was damaged in this attack.
4891,Two .38 revolvers and a shotgun were stolen in this attack.
4892,
4893,
4894,Unspecified property was damaged in this attack.
4895,Unspecified property was damaged in this attack.
4896,Unspecified property was damaged in this attack.
4897,Unspecified property was damaged in this attack.
4898,Unspecified property was damaged in this attack.
4899,A vehicle was damaged in this attack.
4900,
4901,It is unknown if any property was damaged in this attack.
4902,A police vehicle was damaged in this attack.
4903,It is unknown if any property was damaged in this attack.
4904,
4905,It is unknown if any property was damaged in this attack.
4906,
4907,
4908,A bus was damaged in this attack.
4909,A van was damaged in this attack.
4910,It is unknown if any property was damaged in this attack.
4911,It is unknown if any property was damaged in this attack.
4912,It is unknown if any property was damaged in this attack.
4913,It is unknown if any property was damaged in this attack.
4914,A vehicle was damaged in this attack.
4915,
4916,It is unknown if any property was damaged in this attack.
4917,
4918,It is unknown if any property was damaged in this attack.
4919,
4920,A police vehicle was damaged in this attack.
4921,
4922,
4923,It is unknown if any property was damaged in this attack.
4924,It is unknown if any property was damaged in this attack.
4925,
4926,
4927,
4928,
4929,
4930,
4931,Six trucks were taken in this attack.
4932,Two vehicles were taken in this attack.
4933,
4934,
4935,
4936,A mosque was damaged in this attack.
4937,A police vehicle and unspecified number of houses were damaged in this attack.
4938,
4939,It is unknown if any property was damaged in this attack.
4940,It is unknown if any property was damaged in this attack.
4941,
4942,
4943,
4944,Firearms and ammunition were stolen in this attack.
4945,Office items were damaged and several computers were stolen in this attack.
4946,
4947,Unspecified property was damaged in this attack.
4948,A military base was damaged in this attack.
4949,Eight vehicles and an unspecified number of houses were damaged in this attack.
4950,Unspecified property was damaged and stolen.
4951,Unspecified property was damaged and stolen.
4952,
4953,A firetruck was damaged in this attack.
4954,
4955,
4956,
4957,
4958,It is unknown if any property was damaged in this attack.
4959,It is unknown if any property was damaged in this attack.
4960,
4961,
4962,
4963,
4964,It is unknown if any property was damaged in this attack.
4965,It is unknown if any property was damaged in this attack.
4966,It is unknown if any property was damaged in this attack.
4967,
4968,
4969,A village hall damaged in this attack.
4970,A vehicle was damaged in this attack.
4971,
4972,
4973,
4974,
4975,
4976,A vehicle was damaged in this attack.
4977,It is unknown if any property was damaged in this attack.
4978,
4979,A power transmission tower was damaged in this attack.
4980,A power transmission tower was damaged in this attack.
4981,A power transmission tower was damaged in this attack.
4982,It is unknown if any property was damaged in this attack.
4983,Unspecified property was damaged in this attack.
4984,
4985,Safety deposit boxes and documents were damaged in this attack.
4986,
4987,
4988,
4989,
4990,
4991,
4992,
4993,
4994,
4995,Cattle were stolen in this attack.
4996,
4997,
4998,A vehicle was damaged in this attack.
4999,It is unknown if any property was damaged in this attack.
5000,
5001,
5002,
5003,
5004,A building was damaged in this attack.
5005,
5006,
5007,Nine train cars and a train track were damaged in this attack.
5008,
5009,
5010,
5011,
5012,
5013,
5014,
5015,
5016,Buildings and cars were damaged in this attack.
5017,Cattle were stolen in this attack.
5018,
5019,It is unknown if any property was damaged in this attack.
5020,An unspecified number of houses were damaged in this attack.
5021,
5022,A construction vehicle was damaged in this attack.
5023,
5024,
5025,
5026,
5027,
5028,
5029,
5030,A vehicle was damaged in this attack.
5031,It is unknown if any property was damaged in this attack.
5032,
5033,A military camp and an unspecified number of houses were damaged in this attack.
5034,It is unknown if any property was damaged in this attack.
5035,A school was damaged in this attack.
5036,A school was damaged in this attack.
5037,It is unknown if any property was damaged in this attack.
5038,It is unknown if any property was damaged in this attack.
5039,It is unknown if any property was damaged in this attack.
5040,It is unknown if any property was damaged in this attack.
5041,
5042,Vote counting machines and other election paraphernalia were damaged in this attack.
5043,It is unknown if any property was damaged in this attack.
5044,An armored vehicle was damaged in this attack.
5045,
5046,It is unknown if any property was damaged in this attack.
5047,
5048,It is unknown if any property was damaged in this attack.
5049,It is unknown if any property was damaged in this attack.
5050,
5051,
5052,"Four motorcycles, an auto rickshaw, and an unspecified number of buildings were damaged in this attack."
5053,
5054,
5055,It is unknown if any property was damaged in this attack.
5056,
5057,
5058,
5059,
5060,
5061,A train track was damaged in this attack.
5062,
5063,
5064,
5065,
5066,
5067,It is unknown if any property was damaged in this attack.
5068,It is unknown if any property was damaged in this attack.
5069,
5070,It is unknown if any property was damaged in this attack.
5071,
5072,
5073,
5074,A vehicle was damaged in this attack.
5075,
5076,
5077,
5078,A helicopter was shot down in this attack.
5079,"Five heavy duty material carriers, two pay loaders, and three bikes were damaged in this attack."
5080,
5081,
5082,
5083,
5084,It is unknown if any property was damaged in this attack.
5085,
5086,
5087,
5088,
5089,A house was damaged in this attack.
5090,It is unknown if any property was damaged in this attack.
5091,It is unknown if any property was damaged in this attack.
5092,Multiple civilian vehicles were damaged in this attack.
5093,It is unknown if any property was damaged in this attack.
5094,It is unknown if any property was damaged in this attack.
5095,
5096,A tunnel was damaged in this attack.
5097,It is unknown if any property was damaged in this attack.
5098,Vehicles were damaged in this attack.
5099,A vehicle was damaged in this attack.
5100,
5101,
5102,
5103,
5104,
5105,
5106,
5107,A building was damaged in this attack.
5108,It is unknown if any property was damaged in this attack.
5109,
5110,It is unknown if any property was damaged in this attack.
5111,
5112,A military reconnaissance plane was damaged in this attack.
5113,Three vehicles were damaged in this attack.
5114,An unspecified number of vehicles and other unspecified property were damaged in this attack.
5115,
5116,
5117,
5118,
5119,
5120,It is unknown if any property was damaged in this attack
5121,It is unknown if any property was damaged in this attack.
5122,It is unknown if any property was damaged in this attack.
5123,It is unknown if any property was damaged in this attack.
5124,It is unknown if any property was damaged in this attack.
5125,
5126,An unknown number of houses were damaged in this attack.
5127,An unknown number of houses were damaged in this attack.
5128,It is unknown if any property was damaged in this attack.
5129,
5130,
5131,It is unknown if any property was damaged in this attack.
5132,
5133,
5134,
5135,
5136,
5137,
5138,It is unknown if any property was damaged in this attack.
5139,
5140,
5141,A military vehicle was damaged in this attack.
5142,Nine coal trucks were damaged in this attack.
5143,A bus was damaged in this attack.
5144,
5145,
5146,
5147,
5148,It is unknown if any property was damaged in this attack.
5149,
5150,
5151,
5152,
5153,
5154,Livestock was killed in this attack.
5155,
5156,A bridge was damaged in this attack.
5157,
5158,
5159,
5160,It is unknown if any property was damaged in this attack.
5161,
5162,It is unknown if any property was damaged in this attack.
5163,A patrol vehicle was damaged in this attack.
5164,It is unknown if any property was damaged in this attack.
5165,
5166,
5167,It is unknown if any property was damaged in this attack.
5168,It is unknown if any property was damaged in this attack.
5169,
5170,
5171,
5172,Two rifles were stolen in this attack.
5173,An oil pipeline was damaged in this attack.
5174,
5175,
5176,
5177,Eleven rifles and five hundred and seventy rounds were stolen in this attack.
5178,It is unknown if any property was damaged in this attack.
5179,It is unknown if any property was damaged in this attack.
5180,
5181,
5182,A vehicle was damaged in this attack.
5183,
5184,
5185,
5186,It is unknown if any property was damaged in this attack.
5187,It is unknown if any property was damaged in this attack.
5188,It is unknown if any property was damaged in this attack.
5189,
5190,A bus was damaged in this attack.
5191,A building was damaged in this attack.
5192,It is unknown if any property was damaged in this attack.
5193,
5194,It is unknown if any property was damaged in this attack.
5195,It is unknown if any property was damaged in this attack.
5196,It is unknown if any property was damaged in this attack.
5197,It is unknown if any property was damaged in this attack.
5198,It is unknown if any property was damaged in this attack.
5199,It is unknown if any property was damaged in this attack.
5200,A police vehicle was damaged in this attack.
5201,Two wells were damaged in this attack.
5202,
5203,It is unknown if any property was damaged in this attack.
5204,
5205,
5206,
5207,
5208,
5209,
5210,
5211,
5212,
5213,
5214,
5215,
5216,
5217,A vehicle was damaged in this attack.
5218,It is unknown if any property was damaged in this attack.
5219,
5220,
5221,
5222,
5223,
5224,
5225,
5226,
5227,
5228,An Islamic center was damaged in this attack.
5229,A vehicle was damaged in this attack.
5230,Multiple gas reservoirs were damaged in this attack.
5231,
5232,A car was damaged in this attack.
5233,A car was damaged in this attack.
5234,It is unknown if any property was damaged in this attack.
5235,It is unknown if any property was damaged in this attack.
5236,It is unknown if any property was damaged in this attack.
5237,It is unknown if any property was damaged in this attack.
5238,It is unknown if any property was damaged in this attack.
5239,
5240,
5241,
5242,
5243,
5244,It is unknown if any property was damaged in this attack.
5245,
5246,
5247,An unspecified number of houses were damaged in this attack.
5248,An unspecified number of houses were damaged in this attack.
5249,It is unknown if any property was damaged in this attack.
5250,
5251,
5252,An oil pipeline was damaged in this attack.
5253,It is unknown if any property was damaged in this attack.
5254,
5255,
5256,
5257,It is unknown if any property was damaged in this attack.
5258,
5259,A power pylon was damaged in this attack.
5260,"Machinery, vehicles, oil barrels, and employee housing were damaged in this attack."
5261,"Machinery, vehicles, oil barrels, and employee housing were damaged in this attack."
5262,"Machinery, vehicles, and oil were damaged in this attack."
5263,
5264,
5265,
5266,
5267,It is unknown if any property was damaged in this attack.
5268,It is unknown if any property was damaged in this attack.
5269,Multiple houses were damaged in this attack.
5270,
5271,
5272,A vehicle was damaged in the attack.
5273,"The extent of damage to the police station is unknown, however; weapons were stolen in this attack."
5274,
5275,A vehicle was damaged in this attack.
5276,It is unknown if any property was damaged in this attack.
5277,
5278,It is unknown if any property was damaged in this attack.
5279,
5280,
5281,It is unknown if any property was damaged in this attack.
5282,A vehicle was damaged in the attack.
5283,
5284,An unspecified number of vehicles were damaged in this attack.
5285,
5286,
5287,A police vehicle was damaged in this attack.
5288,It is unknown if any property was damaged in this attack.
5289,
5290,
5291,
5292,It is unknown if any property was damaged in this attack.
5293,It is unknown if any property was damaged in this attack.
5294,A school was damaged in this attack.
5295,
5296,It is unknown if any property was damaged in this attack.
5297,
5298,An unspecified number of houses were damaged in this attack.
5299,
5300,Pumping stations were damaged in this attack.
5301,
5302,
5303,Several pieces of forestry equipment were damaged in this attack.
5304,
5305,
5306,
5307,It is unknown if any property was damaged in this attack.
5308,
5309,It is unknown if any property was damaged in this attack.
5310,It is unknown if any property was damaged in this attack.
5311,It is unknown if any property was damaged in this attack.
5312,A house was damaged in this attack.
5313,It is unknown if any property was damaged in this attack.
5314,
5315,A shed was damaged in this attack.
5316,
5317,It is unknown if any property was damaged in this attack.
5318,It is unknown if any property was damaged in this attack.
5319,A restaurant was damaged in this attack.
5320,It is unknown if any property was damaged in this attack.
5321,
5322,
5323,
5324,
5325,
5326,
5327,
5328,A police vehicle was damaged in this attack.
5329,
5330,It is unknown if any property was damaged in this attack.
5331,Vehicles were damaged in this attack.
5332,A gas pipeline was damaged in this attack.
5333,
5334,
5335,
5336,A house was damaged in this attack.
5337,A crude oil pipeline was damaged in this attack.
5338,
5339,It is unknown if any property was damaged in this attack.
5340,Two vehicles and unspecified goods were stolen in this attack.
5341,It is unknown if any property was damaged in this attack.
5342,It is unknown if any property was damaged in this attack.
5343,
5344,It is unknown if any property was damaged in this attack.
5345,A vehicle was damaged in this attack.
5346,It is unknown if any property was damaged in this attack.
5347,It is unknown if any property was damaged in this attack.
5348,A house was damaged in this attack.
5349,It is unknown if any property was damaged in this attack.
5350,It is unknown if any property was damaged in this attack.
5351,
5352,
5353,It is unknown if any property was damaged in this attack.
5354,
5355,It is unknown if any property was damaged in this attack.
5356,
5357,It is unknown if any property was damaged in this attack.
5358,It is unknown if any property was damaged in this attack.
5359,It is unknown if any property was damaged in this attack.
5360,A vehicle was damaged in this attack.
5361,
5362,It is unknown if any property was damaged in this attack.
5363,
5364,
5365,
5366,A military vehicle was damaged in this attack.
5367,A truck was damaged in this attack.
5368,
5369,
5370,
5371,
5372,Two military vehicles were damaged in this attack.
5373,
5374,Unspecified personal belongings and medication were stolen in this attack.
5375,
5376,A church was damaged in this attack.
5377,
5378,
5379,
5380,A school was damaged in this attack.
5381,A school was damaged in this attack.
5382,A school was damaged in this attack.
5383,
5384,
5385,A car was damaged in this attack.
5386,A mosque was damaged in this attack.
5387,It is unknown if any property was damaged in this attack.
5388,
5389,
5390,
5391,
5392,
5393,It is unknown if any property was damaged in this attack.
5394,It is unknown if any property was damaged in this attack.
5395,A bridge was damaged in this attack.
5396,A police van and an unspecified amount of ammunition and weapons were stolen in this attack.
5397,A vehicle was damaged in this attack.
5398,
5399,
5400,A police vehicle was damaged in this attack.
5401,
5402,
5403,
5404,
5405,A vehicle was damaged in this attack.
5406,It is unknown if any property was damaged in this attack.
5407,It is unknown if any property was damaged in this attack.
5408,It is unknown if any property was damaged in this attack.
5409,A police center was damaged in this attack.
5410,It is unknown if any property was damaged in this attack.
5411,
5412,
5413,A house was damaged in this attack.
5414,A house was damaged in this attack.
5415,A vehicle was damaged in this attack.
5416,
5417,
5418,
5419,Two vehicles were taken in this attack.
5420,
5421,
5422,It is unknown if any property was damaged in this attack.
5423,Cell phones and walkie-talkies were stolen in this attack.
5424,
5425,
5426,
5427,
5428,
5429,
5430,
5431,
5432,
5433,
5434,It is unknown if any property was damaged in this attack.
5435,It is unknown if any property was damaged in this attack.
5436,It is unknown if any property was damaged in this attack.
5437,
5438,
5439,
5440,
5441,A gold detection device was stolen in this attack.
5442,
5443,"Houses, the market, cattle, and two vehicles were damaged or taken in this attack."
5444,
5445,
5446,Vehicles and diesel drums were damaged in this attack.
5447,
5448,
5449,
5450,
5451,It is unknown if any property was damaged in this attack.
5452,
5453,A vehicle was damaged in this attack.
5454,
5455,
5456,A gas pipeline was damaged in this attack.
5457,
5458,A water pipeline was damaged in this attack.
5459,
5460,
5461,
5462,
5463,A vehicle was damaged in this attack.
5464,
5465,
5466,
5467,
5468,One military vehicle was damaged in this attack.
5469,"An unspecified number of vehicles, ammunition, and weapons were stolen."
5470,
5471,
5472,
5473,
5474,
5475,
5476,
5477,It is unknown if any property was damaged in this attack.
5478,
5479,
5480,It is unknown if any property was damaged in this attack.
5481,
5482,
5483,
5484,It is unknown if any property was damaged in this attack.
5485,An armored vehicle was damaged in this attack.
5486,
5487,A police vehicle was damaged in this attack.
5488,Three vehicles were set ablaze in this attack.
5489,
5490,
5491,It is unknown if any property was damaged in this attack.
5492,It is unknown if any property was damaged in this attack.
5493,
5494,
5495,It is unknown if any property was damaged in this attack.
5496,
5497,
5498,
5499,
5500,
5501,Six weapons were stolen in this attack.
5502,Firearms were stolen and bunkhouses were damaged in this attack.
5503,
5504,
5505,An unspecified number of buildings were damaged in this attack.
5506,
5507,It is unknown if any property was damaged in this attack.
5508,A vehicle was damaged in this attack.
5509,
5510,
5511,
5512,An oil pipeline was damaged in this attack.
5513,A restaurant was damaged in this attack.
5514,A bakery was damaged in this attack.
5515,
5516,
5517,
5518,
5519,
5520,
5521,
5522,A vehicle was damaged in this attack.
5523,
5524,
5525,
5526,A bus station was damaged in this attack.
5527,A hospital was damaged in this attack.
5528,A bus station was damaged in this attack.
5529,An electricity company building was damaged in this attack.
5530,A petrol station was damaged in this attack.
5531,
5532,
5533,A rifle was stolen in this attack.
5534,
5535,
5536,
5537,
5538,
5539,
5540,
5541,Tents were damaged an livestock was stolen in this attack.
5542,Tents were damaged an livestock was stolen in this attack.
5543,
5544,
5545,
5546,An army vehicle was damaged in this attack.
5547,
5548,
5549,
5550,
5551,
5552,It is unknown if any property was damaged in this attack.
5553,
5554,
5555,
5556,
5557,
5558,A bus was damaged in this attack.
5559,
5560,
5561,
5562,
5563,An unspecified number of houses were damaged in this attack.
5564,
5565,A bus station was damaged in this attack.
5566,
5567,
5568,A transmission tower was damaged in this attack.
5569,
5570,A military vehicle was damaged in this attack.
5571,Twelve vehicles were damaged in this attack.
5572,
5573,A police vehicle was damaged in this attack.
5574,
5575,A patrol vehicle was damaged in this attack.
5576,A bus was damaged in this attack.
5577,A vehicle was damaged in this attack.
5578,
5579,
5580,
5581,
5582,
5583,
5584,
5585,
5586,It is unknown if any property was damaged in this attack.
5587,One armored vehicle and other unspecified property were damaged in this attack.
5588,
5589,
5590,
5591,
5592,
5593,
5594,A police tank was damaged in this attack.
5595,
5596,
5597,
5598,
5599,An unspecified number of buildings were damaged in this attack.
5600,An unspecified number of buildings were damaged in this attack.
5601,An unspecified number of buildings were damaged in this attack.
5602,An unspecified number of buildings were damaged in this attack.
5603,An unspecified number of buildings were damaged in this attack.
5604,
5605,
5606,
5607,
5608,
5609,
5610,
5611,
5612,
5613,
5614,
5615,
5616,A bus was damaged in this attack.
5617,
5618,A vehicle was damaged in this attack.
5619,
5620,
5621,
5622,
5623,A building site was damaged in this attack.
5624,
5625,
5626,
5627,An unspecified amount of money was stolen in this attack.
5628,
5629,
5630,
5631,
5632,
5633,
5634,
5635,It is unknown if any property was damaged in this attack.
5636,
5637,
5638,A rifle was stolen in this attack.
5639,
5640,
5641,
5642,
5643,
5644,An armored vehicle was damaged in this attack.
5645,
5646,
5647,
5648,
5649,A hydro power plant was damaged in this attack.
5650,A church was damaged in this attack.
5651,A church was damaged in this attack.
5652,
5653,A school was damaged in this attack.
5654,It is unknown if any property was damaged in this attack.
5655,A church was damaged in this attack.
5656,
5657,A building was damaged in this attack.
5658,
5659,A building was damaged in this attack.
5660,
5661,
5662,
5663,A house was damaged in this attack.
5664,
5665,
5666,
5667,
5668,
5669,
5670,
5671,
5672,
5673,A bus was damaged in this attack.
5674,
5675,A liquor store was damaged in this attack.
5676,
5677,
5678,A gas pipeline was damaged in this attack.
5679,An oil pipeline was damaged in this attack.
5680,A gas pipeline was damaged in this attack.
5681,
5682,A house was damaged in this attack.
5683,
5684,
5685,
5686,
5687,
5688,An abandoned house was damaged in this attack.
5689,
5690,
5691,
5692,
5693,
5694,
5695,A church was damaged in this attack.
5696,A vehicle was damaged in this attack.
5697,
5698,
5699,It is unknown if any property was damaged in this attack.
5700,
5701,
5702,Vehicles were damaged in this attack.
5703,It is unknown if any property was damaged in this attack.
5704,
5705,
5706,A vehicle was damaged in this attack.
5707,
5708,Unspecified property was damaged in this attack.
5709,
5710,
5711,
5712,
5713,
5714,It is unknown if any property was damaged in this attack.
5715,
5716,
5717,A mosque was damaged in this attack.
5718,
5719,
5720,
5721,
5722,A commercial vehicle was stolen in this attack.
5723,
5724,
5725,
5726,
5727,
5728,A vehicle was damaged in this attack.
5729,
5730,
5731,
5732,
5733,A military vehicle was damaged in this attack.
5734,A police vehicle was damaged in this attack.
5735,
5736,
5737,
5738,A military vehicle was damaged in this attack.
5739,
5740,
5741,
5742,
5743,
5744,Construction vehicles and equipment were damaged in this attack.
5745,
5746,Unspecified property was damaged in this attack.
5747,A house was damaged in this attack.
5748,It is unknown if any property was damaged in this attack.
5749,
5750,A vehicle was damaged in this attack.
5751,An oil pipeline was damaged in this attack.
5752,An oil pipeline was damaged in this attack.
5753,An oil pipeline was damaged in this attack.
5754,
5755,It is unknown if any property was damaged in this attack.
5756,
5757,A vehicle was damaged in this attack.
5758,
5759,
5760,It is unknown if any property was damaged in this attack.
5761,
5762,
5763,
5764,
5765,
5766,
5767,
5768,
5769,
5770,
5771,Firearms were stolen in this attack.
5772,It is unknown if any property was damaged in this attack.
5773,
5774,A bus was damaged in this attack.
5775,
5776,
5777,
5778,
5779,
5780,A vehicle was damaged in this attack.
5781,
5782,
5783,
5784,
5785,
5786,
5787,
5788,
5789,
5790,
5791,
5792,
5793,
5794,
5795,
5796,
5797,
5798,
5799,
5800,
5801,
5802,
5803,
5804,
5805,
5806,
5807,
5808,
5809,
5810,
5811,
5812,
5813,
5814,
5815,
5816,
5817,
5818,
5819,
5820,
5821,
5822,
5823,
5824,
5825,
5826,
5827,
5828,
5829,
5830,
5831,
5832,
5833,
5834,
5835,A police vehicle was damaged in this attack.
5836,
5837,A rickshaw was damaged in this attack.
5838,
5839,
5840,
5841,
5842,
5843,
5844,
5845,A police vehicle was damaged in this attack.
5846,An armored vehicle was damaged in this attack.
5847,
5848,
5849,A bridge was slightly damaged in this attack.
5850,It is unknown if any property was damaged in this attack.
5851,It is unknown if any property was damaged in this attack.
5852,It is unknown if any property was damaged in this attack.
5853,
5854,
5855,
5856,
5857,
5858,A vehicle was damaged in this attack.
5859,A gas pipeline was damaged in this attack.
5860,
5861,A cafe was damaged in this attack.
5862,
5863,A civilian vehicle was damaged in this attack.
5864,
5865,
5866,
5867,
5868,
5869,
5870,
